,id,segment_id,title,caption_segment,sentiment
630,z6cuHCK390M,z6cuHCK390M_1,Riots in D.C. live broadcast - Fri Jan 20 14:02:20 EST 2017,we're officers were injured i think by Roxon it looked like we've seen them throwing rocks and bricks on and off for the past half hour and then before that before the swearing in but just escalated quickly when the lines were pushing up against each other jacob thanks for the control room let's get a map of the district up on the screen please so we can show this area in relation to where the luncheons going out of the capital in relation to where the motorcade will be coming I suspect this is going to get much more,-1
631,z6cuHCK390M,z6cuHCK390M_2,Riots in D.C. live broadcast - Fri Jan 20 14:02:20 EST 2017,but the parade route is a Pennsylvania Avenue sort of massive maybe Washington is a very heavily defended city and there's a big law enforcement thing recently but but they they still quite good at this I have just the person to ask about security in Washington our veteran justice correspondent Pete Williams he what can you add to these pictures were seeing well as the number you had just on the bottom of the screen the DC police say they arrested 95 people this this what they described as violent protest which means protesters doing damage started at an,1
632,z6cuHCK390M,z6cuHCK390M_3,Riots in D.C. live broadcast - Fri Jan 20 14:02:20 EST 2017,area called franklin square which is about six six blocks north of the parade route this is k street and i think it's safe to say that anybody going down Pennsylvania Avenue in the inaugural parade wouldn't see or hear any of this it's a good distance away and there's all those people lining the parade route America's puzzle I don't think that they would be aware of this but the police booked the antique police chief here says we are followed because people think the one percent care about the rest us there's a starbucks on album the one,-1
633,z6cuHCK390M,z6cuHCK390M_4,Riots in D.C. live broadcast - Fri Jan 20 14:02:20 EST 2017,percent a hotel called don't give a [?__?] about you though outside they don't care if you're white like them they don't care if you're black like down arrests they don't care if you speak their language they don't give a [?__?] if you are got the same religion disobeying police instructions not protesting peacefully is very small compared to the total number of people who came to demonstrate here today one person was arrested last night at a pro trump event not far from where you looking at now the national press building which is on the 13th street,1
634,z6cuHCK390M,z6cuHCK390M_5,Riots in D.C. live broadcast - Fri Jan 20 14:02:20 EST 2017,this is in the area of 13th and 14th streets and twelfth Street so that's where this is happening k streets the main sort of business thoroughfare in the district because Washington DC is partly government partly commercial in case goodies unless the commercial thing now looks like the police are difficult can't blame this one black lives matter people and they seem to be moving away because of that yeah they're getting this American these are Americans who are there more white than black to this police line you can still see but all colors the name of something,-1
635,z6cuHCK390M,z6cuHCK390M_6,Riots in D.C. live broadcast - Fri Jan 20 14:02:20 EST 2017,like pepper spray and irritant a dispersant as a result and as we predicted they're getting much more serious about this we're also hearing gotta protect the corporation's you see [Music] different jurisdictions we've got in uniform in Washington well for inauguration weekend we have to add to the usual number Metropolitan Police are in charge of the streets Secret Service is in charge of protecting the inaugural events but this is strictly Metro PD DC Police Department is call and they can also bring in National Guard troops who are on standby here there's five or six thousand dentro,-1
636,PAmosyBs7tM,PAmosyBs7tM_1,Live from Minnesota,mother boxes we're going out and around we're getting away from Lake Street it was getting a little dangerous over there but that's okay they're inside of that pawn shop pawn shops looted back of this back of this business is looted I don't know Oh third day they they're they're starting to move in on the bank I'm just getting away from that I'm getting away from that here this guy goes right now he's about to smash this window Denny's he goes again Oh we move into so we're gonna stay towards the wall the wall on this,-1
637,PAmosyBs7tM,PAmosyBs7tM_2,Live from Minnesota,side we're not gonna get close to the people there's a better image of the AutoZone know at this point this dream is even for me anymore people need to know what the hell's happened so they're police or the police are at the Auto Zone we're staying away they got it down no they're protecting this business here they got to police two presidents in front they got a police presence now in the street here see they're throwing [?__?] at those cops right there on the side of the street is the holidays everybody so autozone all these,-1
638,PAmosyBs7tM,PAmosyBs7tM_3,Live from Minnesota,bad things next I'll put my mask on to walk through the smoke on all right so the fire department the fire departments at the Auto Zone now putting the fire out the cops are on the line there what kind of phone I have the one that record should live so I got mask on we're walking here's the before lady I think she's a manager at all these she's probably that's smoking from the all D's on the inside so that one might be on fire next I'm sticking close to the construction building is a construction Saturday,1
639,PAmosyBs7tM,PAmosyBs7tM_4,Live from Minnesota,smokes pretty heavy some question how's the Wendy's Wendy's has done everything here was already [?__?] by like 7:30 but now they're starting to move towards down Lake Street and probably the bank but I don't want to be anywhere near the bank when they start looting that so everybody's masked running into the target parking lot we're keeping our distance in the construction zone because I hope you can see guys can see I'm running but they're opening fire now on the people we're sticking close to the construction zone here,-1
640,4UTtPUdCH04,4UTtPUdCH04_1,"22 July | HEADLINES: Nkandla, initiate death toll &amp; Burundi votes",it's the 22nd of July I'm Jerusha sucks here wrath and you're watching news 24 live the SA National editors forum has expressed its shock over the refusal to allow the media to accompany a parliamentary committee visiting President Jacob Zuma's in kandla home today Parliament's ad hoc committee on in candler will conduct an inspection of the controversial homestead today chairperson of the committee Cedric frolic said the visit wouldn't be open to the media because the committee didn't have the legal authority to allow the media to enter Zuma's house Police Minister naughty and clear court told the,1
641,4UTtPUdCH04,4UTtPUdCH04_2,"22 July | HEADLINES: Nkandla, initiate death toll &amp; Burundi votes",committee yesterday that more money may have to be spent unen counselor to install additional security this is allegedly because public scrutiny has compromised Zuma's safety he maintained the amphitheatre and soil retention wall visitor center fire pool crawl and culvert were all security features and maintained that Zuma did not have to pay for these the Eastern Cape winter initiation season closed with a death toll of 28 this figure is less than during the same period last year when 37 initiates died this according to the provincial health department now a number of initiative a min hospitals in,1
642,4UTtPUdCH04,4UTtPUdCH04_3,"22 July | HEADLINES: Nkandla, initiate death toll &amp; Burundi votes",the province in the o.r tambo district a total of 133 initiates remained in 11 hospitals in the region further data is still expected and vote counting is underway in Burundi a day after the presidential elections that were marked by violence it's expected that incumbent pier and currents Issa will win a controversial third term results from the poll which has been condemned as illegitimate by the international community are expected by the end of tomorrow deadly violence has forced thousands to feed the country while the presidency says attacks are the result of terrorist attacks aimed at intimidating voters more unused 24 live you,1
643,6CfM_fapWKU,6CfM_fapWKU_1,UNITED STATES (24X7 NEWS) 01JUNE2020 First Person Videos of Riots RAGING in U.S.,three welcome to 24 7 news i'm david noll joined with whitney macbeth we're going to go over to our facebook that has 1.5 million followers as the come to me rights in the us have surged so come over to our facebook facebook.com backslash 24 7 news official that's 24x7 news official see you there,-1
644,D_sycogRzgo,D_sycogRzgo_1,Portland protests  live 7/27,people need to see what portland is all about that's why i went around a couple days ago and filmed that video of what portland's like during the daytime this protest is confined to like three square blocks but people around the world who are seeing the uh you know the three-minute news segment i think that this entire city is on fire you're here paying attention to people we've got a worldwide view that i feel like i don't even know could probably be better i i'd be down here and they've seen me either get my camera down,-1
645,D_sycogRzgo,D_sycogRzgo_2,Portland protests  live 7/27,i went around a couple days ago and filmed that video i did it i mean it was like during the daytime on all of this protest is linked to like three people i'm not even wearing the world's worst i'm not near anyone you know the three minutes i'm not even filming the crowd,1
646,JQyfVC4k-ac,JQyfVC4k-ac_1,Live India Protest,but a peace deal to end a decade-long Civil War gunmen have shot dead at least five people at a hotel near the presidential palace police packers and rescued dozens of people from the building al-shabaab has claimed the efforts to recover bodies from New Zealand's white islands have been put on hold volcanic activity continues to increase mounting pressure for relatives defines the nine people still meaning that emergency workers say it's just not safe makino opted on Monday killing at least six people and injuring 30 others Jessica Washington has more from Pakistani misses as United in the,1
647,JQyfVC4k-ac,JQyfVC4k-ac_2,Live India Protest,most difficult circumstances the turn of the katana he has long been promoted as the gateway to white island from the shoreline it's possible to see when it's hippos nephew who worked as a white island guide is one of them yeah it's the beginning of summer here in New Zealand usually one of the most popular times for tourists to visit white island instead the boats are docked here at firket on a just fifty kilometers from where the disaster happened and locals here are deeply affected by the tragedy the family of another guide who lived in [?__?],1
648,JQyfVC4k-ac,JQyfVC4k-ac_3,Live India Protest,attorney confirmed he's among the dead most of the 47 people on the island at the time of the eruption had been passengers on the first cruise ship it stayed docked here for two days to help with the investigation and finally set sail in front of an emotional crowd by the words were to be fear just wanted to sing about than their compassion the effects of the disaster reach far beyond New Zealand there were visitors from the US Germany China and Malaysia and more than half of those on white island when the volcano erupted were Australians,1
649,JQyfVC4k-ac,JQyfVC4k-ac_4,Live India Protest,we understand the international interest while we are working through this process people in state confirm with individuals were from as we confirm the airplane entities the authorities are under pressure to get information out to affected families the bodies of the deceased have been flown to Auckland for post-mortems the injured many with severe burns are being treated in a number of hospitals the gelatine incident which means that a number of agencies are now working together to resolve the scheduling with so many questions unanswered all people can join here for now is wait and pay their respects Jessica Washington al-jazeera for the Tony New Zealand,-1
650,VD0Cr96C8PE,VD0Cr96C8PE_1,MSNBC PROTESTS erupt again tonight over death of george foyd [FULL] | breaking news today,in Minneapolis throughout this crisis and now it is midnight here 11 o'clock just after 11 o'clock Central Time give us a lay of the land and what you've been seeing since we last spoke to you 15 or 20 minutes ago things have changed quite dramatically in downtown Minneapolis we're now downtown we've come here where the intersection of North First Avenue and 5th Street North 5th Street if anybody knows downtown Minneapolis and as you can see it actually is empty there have been police or some police over there there have been police vehicles going around the,1
651,VD0Cr96C8PE,VD0Cr96C8PE_2,MSNBC PROTESTS erupt again tonight over death of george foyd [FULL] | breaking news today,city with National Guard generally speaking with the backup of National Guard they have moved to areas where people have been convening there was a crowd as you know the crowd that I was with of a few thousand that appears to have dispersed and any little gathering,-1
652,NuX99gB6Jjk,NuX99gB6Jjk_1,Protest in live in America now,come on one we all right side I mean Joe and Juan got good enough I don't know I'm not sure you and them all right people people they were all there oh there oh there you and join them who their newest protest protest I watch a status like this we have got there were no people doing them right on your German you to no notification no you did not serve an education people share alive one more flag at you and go there you see me my plan won't fly want you up there protesting right now,1
653,NuX99gB6Jjk,NuX99gB6Jjk_2,Protest in live in America now,breaking news [Music] all right what once like you know [Music] [Music] I'm sorry conduct Lou Pinella : yeah match I made Charlie Chaplin [Music],-1
654,3EAKYXOInP8,3EAKYXOInP8_1,boris johnson protests plans to suspend parliament!,exciting news one show and I'm your host tjs yeah so we're talking about the protest today in London and the UK yeah so basically cross protesters take to the UK streets against Boris Johnson's plans to suspend the Parliament yeah so all on the West End in the United Kingdom of London yeah protesters kind of took all went closed the place down but I saw a footage on Sky News and they were in Trafalgar Square yeah so they took over Trafalgar Square and it was a very peaceful protest from what I could see nothing like that,-1
655,3EAKYXOInP8,3EAKYXOInP8_2,boris johnson protests plans to suspend parliament!,was happening Hong Kong China yeah and I spoke to someone called Kathy Bradley yes she was sitting down protesting it she said there's nothing much you know we can do anymore you know so this unfortunately she has to come to this stage which as the protest in the streets because you know democracy democracy isn't being carried out yeah then also there was someone there called Fiona yeah so she must have spoken to them prior yeah to the interview but then when it came to the interview she just hid behind their placard and she won't show,-1
656,3EAKYXOInP8,3EAKYXOInP8_3,boris johnson protests plans to suspend parliament!,herself yeah so the kind of interview a black card but she just stayed behind there I mean how would they how else would they know her name yeah unless they spoke to her before the interview I could only believe that you know she off the wax got scared thinking that you know if they see her she might have problems in her employment that's always the problem you see once you take to the streets you know okay yes lose your job get fired that's a big worry yeah but I'm very very surprised at what I saw,1
657,3EAKYXOInP8,3EAKYXOInP8_4,boris johnson protests plans to suspend parliament!,today no no you most of the UK people are very docile and passive so to see them all over the place like this it's quite worrying yeah so apparently the Queen has approved what Boris wants to do yeah I mean hopefully this all all resolved without too much property tjs and a mouth,-1
658,nKojHEO7424,nKojHEO7424_1,Live Protests Clash: Christian Lives Matter V Oppose Christian Lives Matter,oh mate hey oh I was gonna say this is um I'm from I'm up Michael I know I know I know but he wasn't getting thrown her out by police and protesters the Keen uh thing at Victoria Park how did it kick off at one point yeah always quiet and then seconds later I have you on camera kind of getting accosted by left-wing protesters were the people in the uh the high Vis shirts just took a sort of a dislike to me and I just said look I'm just here filming like everyone else there's the,-1
659,nKojHEO7424,nKojHEO7424_2,Live Protests Clash: Christian Lives Matter V Oppose Christian Lives Matter,cameraman there cameraman they're coming in there what's the problem with me did you say something I said nothing no political views nothing at all they just came at me so and then the next thing you know please introduce yourself like hi I am no I just,-1
660,KCr0uBDqmZc,KCr0uBDqmZc_1,Berkeley protest live,hi guys thanks for watching this video this is a non medic talkest fish there is a rally happening today what was scheduled was patriot prayer with some proud boys we're supposed to be here today I don't know if any of them are here if they attended I just walked up the police have cordoned off from a block over there they've got barricades so you can't even drive or Park anywhere near the park they have this whole divider thing but this time it's more than just like chicken wire stuff it's the actual plastic barricades we have,-1
661,KCr0uBDqmZc,KCr0uBDqmZc_2,Berkeley protest live,some obvious refuse fascists who are protesting I dunno I was informed last year in People's Park by a proud boys that they were invited to unite the right rally and they refused to go because there were white nationalists who were gonna be there and they didn't want to associate with that and he completely denounced racism face-to-face you could check out man the unknowns YouTube channel he's got a video of that we got the police over here near the high school [Applause] [Applause] [Music] [Applause] you,1
662,aDlNYs5Zekk,aDlNYs5Zekk_1,Vice President debate salt lake protest live stream ??,[Music] oh [?__?] this is our first time jessica the fight's coming we get our chances [Applause] at least i realized you know like [Applause] [Music] where are you at we brother the pretest oh [Music] [Applause] hello oh,-1
663,A7c_dEvByDg,A7c_dEvByDg_1,Seattle protest 2,[Music] hey guys I'm gonna jump on here I keep on losing internet and I don't know what so I'm just gonna hold this right now we're at Fitz and Wesley and they're shootings here gets into the crowd pepper spraying them it's been a peaceful crowd so far but uh I don't know why they're doing this well I dunno why their tyrants alone I'm trying to put the self and stick down here hold on so um yeah it's gettin it's gettin real down here Taz so they're pepper spray in the crowd they're throwing tear gas in,-1
664,A7c_dEvByDg,A7c_dEvByDg_2,Seattle protest 2,and it's been peaceful so far I don't know why these pigs are doing this you can see them over here they've shut up probably the ten rounds of tear gas and you can see the pepper spray shooting out and hidden [Music] I haven't seen any destruction or any reason why they would be doing this said that their chickenshits [Music] yeah you're right Rockman and i don't know why my poem keeps on I'm not getting any signal down here downtown doesn't make any sense they keep on losing signal later all over their video I've been using,-1
665,A7c_dEvByDg,A7c_dEvByDg_3,Seattle protest 2,static cam and put that up for you guys the tear gassing and [Music] [Music] yeah I think they are cute I'll try to stay alive as long as I can guys you guys haven't watched last night's video check that out pretty nuts [Music] yeah it's a there's about and at least they're going all the way from lockup here margin and over here with tear gas into the area right here so all they were doing is marching and the police were shooting tear gas and pepper spray into the crowd communicator she's gonna walk down a little,-1
666,Z-TLQEqXCeM,Z-TLQEqXCeM_1,Fort Wayne Indiana rioting,[Music] that's also thankful no that's what I was saying I was getting no I was listening that's how they be a be there Luke if I do know an aside I have not been able to braid them I didn't know like inner bear that's why I was wondering he probably just started back braiding little bit,1
667,Kx1k9B8S3Dk,Kx1k9B8S3Dk_1,More accusations against BLM leadership,what's up tribe how you guys doing go ahead and hit that subscribe button and i hope you like this video i really do hate bringing stories like this but listen if i if i report the good i gotta report the bad and the ugly but unfortunately according to the daily mail we have some more accusations against patrice colliers the leader one of the leaders of black lives matter down they have been under the fire the last couple of weeks about mansions and inappropriate use of mansions and so forth and so on so let me read,1
668,Kx1k9B8S3Dk,Kx1k9B8S3Dk_2,More accusations against BLM leadership,you this information according to the daily mail patrice paid her brother paul collier's more than 840 thousand dollars for providing security services to the foundation black live matters um leaders have alleged that they attempt to justify the expense by saying that the foundations of protection could not be trusted to former police professionals who typically run these types of firms because black lives matter is known for vehemently protesting law enforcement organizations documents also show that black lives matter paid a company owned by damon turner the father of coliers nearly 870 thousand dollars to help produce live,-1
669,Kx1k9B8S3Dk,Kx1k9B8S3Dk_3,More accusations against BLM leadership,events and provide other creative services to consult um excuse me a consulting firm by shamaya bowers who is the black lives matter's board secretary and has previously served as deputy executive director of the organization was paid more than 2.1 million dollars for providing the organization with operational support including staffing fundraising and other key services patrice was the foundation's board sole voting director and held the board meetings according to the filing she um she alone had voting rights and she did not actually have hold any meetings while she was the um the head of the board,-1
670,Kx1k9B8S3Dk,Kx1k9B8S3Dk_4,More accusations against BLM leadership,um surrounding any of the charities finances she has repeatedly denied claims that she took money from black lives matter for personal matters and has reiterated that all purchases and transactions were legitimate oh i hate to hit you know i really hate to report this you guys but i will keep you posted,1
671,_55rHT34Uj4,_55rHT34Uj4_1,shots fired in the U.S. Capitol building (Live),the law enforcement who are risking their lives right now they should infatuate the area um because the only place that eventually goes uh my way to the capitol um i know nothing like uh what you know some of the reports of some of my peers are going through i was making my way to the capitol when i started to hear um uh the breaking blast and uh you know what i think we're pushing something that was used for cloud crowd control you could see uh the crowds uh pushing against the barricades and i just went,1
672,_55rHT34Uj4,_55rHT34Uj4_2,shots fired in the U.S. Capitol building (Live),back to my office you know sheltered in place i have congresswoman uh andy levin um michelle bringing place with his team here in my office um so i did not feel in danger but that is a very different situation when i see protesters who have not gone through metal detectors running through sanctuary hall and we're seeing police officers in combat here across the capitol right now congressman going forward the votes will be counted the election will be certified joe biden will be inaugurated on january 20th how does congress working with the new president working across,1
673,_55rHT34Uj4,_55rHT34Uj4_3,shots fired in the U.S. Capitol building (Live),now try to recover from what we're seeing today well you know i want to say as a democrat who represents the trump district this is not representative of the majority of people even who voted for president trump um and i think it takes unfortunately an egregious act like this for many people to realize that you have to make a call you have to make a decision on how you want your country to proceed and that what we're seeing right now is not what anyone wants for the united states of america secondly you have to commit like look at where,-1
674,VTXcwn6J2Kg,VTXcwn6J2Kg_1,7star TV Live Stream,here you can see up here at the top it's already said that it's receiving my content so it already knows that I'm streaming to it and then you can add a game title it for the YouTube gaming stuff we'll call it I don't know destiny there we go right there that's it we add our stream info so we set up what do we want to call it test stream for OBS I like gaming add a description description here recording your recorded file will be there and then click apply and you're good to go assuming you,-1
675,VTXcwn6J2Kg,VTXcwn6J2Kg_2,7star TV Live Stream,have everything else set up I'm going to set that up real quick and we're going to do a test little stream here one other thing that you're then you're going to use your same key but since YouTube is an option here in hitbox or in OBS we're going to use that key now if you do want to save your local recording just in case you want to you're going to want to tell it where it is save to and we're want to then you're going to want to tell it where to save to in case you want to then,-1
676,c50wuGEP-eA,c50wuGEP-eA_1,Portland Police Battle Squads,hey there folks so this is a couple of squads these are the battle squads they got here we got their medics medics carry little fire extinguishers looks like you got the Sheriff's Department I'm not sure whether it's Multnomah sheriff or Washington and then you can see they have their elbow elbow guards and shin guards on so then these guys are the heavies if they have to do some swatting they got the big sticks and got canine unit you know they're ready hopefully hopefully they don't have to do their thing but it could be that they,-1
677,c50wuGEP-eA,c50wuGEP-eA_2,Portland Police Battle Squads,might stay safe guys appreciate you stay safe yeah all right there are those guys so just a little picture of Portland Police Bureau getting ready to do what they do and come back on a little bit show you guys the the fascists and the anti-fascists so anyway appreciate you taking the time to tune in and I'll come back at you very soon,-1
678,wRrp5hFN854,wRrp5hFN854_1,DEMONSTRATORS TURN VIOLENT AT CNN CENTER,let me see let me see if i can spin this i just had to go live man because it said that uh demonstrators turned violent at cnn center and right before i turned it on you had this dude this edomite guy right here man yo what are we trying to tell you man like yo eso's at the is that the is that the yeah is that the is that the head of this [?__?] man this is live from cnn right now happening right now and they had the beam on them man they had a red,1
679,wRrp5hFN854,wRrp5hFN854_2,DEMONSTRATORS TURN VIOLENT AT CNN CENTER,beam on them you see the beams right there in a position where you know our viewers can see what's going on do me a favor can you go on my uh my my channel because i want to turn this sideways but i don't know if it's going to i want to tell my phone size bottom off it's going to actually turn sideways on there so i want to be able to get the whole the whole tv hey man breaking this is breaking news right here man they trying to break into the cnn center let me,-1
680,wRrp5hFN854,wRrp5hFN854_3,DEMONSTRATORS TURN VIOLENT AT CNN CENTER,see if i do this oh no i can't do it never mind and then you also have another option for the officer like that no like i'm sorry if i do this what happened oh so yeah it goes like that i'm with the brothers right now or is this it just these cops here you said there's a larger police presence where there is electric police presence you know just just hey man all hell is breaking loose in these streets,1
681,UAb3esaU3qQ,UAb3esaU3qQ_1,Corona -19 Attack Lock down Police Demo,[Music] [Music] owning a part of in the past anger vanilla so cute another duty para police angrily party must kill him on Hamlin is peeing over engine Kato muscular evilly lurking service wananga but the mascot area look a other army Torino neva and Selita Nong in the home translation arm runs cooler Khurana patient dear kanga be known and the passingly come with me the it in the Byam affair attended foreigner Breen and a movie recalled oh la Pinta orientem and the will occur on a patient apart or abandon Anna Ning a vanilla Sutra paw in,1
682,UAb3esaU3qQ,UAb3esaU3qQ_2,Corona -19 Attack Lock down Police Demo,there PR to Khurana York interior yella ethylene para vehicle in the air turn away Noddin karana Iroko and the purpose Cara Martina Gorman travel today beautiful earring I stay home up into this all right I rely in the soon a little bit a little le lab arriving here they gave me God he always yep there we gotta be reverberate Randy bugger Master Kuno,-1
683,x5cxVDxadmw,x5cxVDxadmw_1,Offensively Patriotic Live Stream - Let&#39;s Watch the &quot;Woke Riots&quot; Live Streams,sorry on fifth avenue he rolled up on me he said what are you doing here [?__?] i thought i could tell you those stories but you know those are just stories we're living a life right now we're living a life that you know those guys up there in their in their fort apache sort of all we have to put stones up here we're so afraid of you we're so afraid of you if you if if they came down here right now all they have to do is open one one gas bomb and the they can,1
684,x5cxVDxadmw,x5cxVDxadmw_2,Offensively Patriotic Live Stream - Let&#39;s Watch the &quot;Woke Riots&quot; Live Streams,call it a riot and the news media on television here just goes along with it and they can arrest us they can roll up here or the thing that they're doing now they're they're getting the good citizens to roll into town we've got problems coming our way we're just going to have to figure out how to stand up and face them together together i want to thank you for listening to me i'm going to have you all think about who stepped up here next i always have uh people thoughts they're not blessed people they're not,1
685,x5cxVDxadmw,x5cxVDxadmw_3,Offensively Patriotic Live Stream - Let&#39;s Watch the &quot;Woke Riots&quot; Live Streams,for us we are peaceful protesters and every now and then i think it's something to fill it in and i know that i think that,-1
686,VyNeB4-IWDc,VyNeB4-IWDc_1,Free Tommy Robinson Protest 9/6/18 (live stream),[Applause] that's it guidelines [Music] of somewhere else Mass immigration is a disaster [Applause] [Music] [Applause] all right okay so we see lots of English flags of course we've seen a Canadian flag and other nations flags joining in unity for some loud hang on here as well very motivating [Music] the connection hasn't been too great on this phone I'm pretty sure lots of people live streaming foreign [Music] great atmosphere here good spirits [Applause] unable to get close enough to really hear or certainly foreign speaking at the moment but [Music] be enjoying it [Music] [Applause],-1
687,DrstETXiIN0,DrstETXiIN0_1,2 buildings at the U.S. Capitol complex evacuated as Trump supporters clash with police,uh [Applause] [Music],-1
688,lAUhbb7mTgA,lAUhbb7mTgA_1,Psalm 140 - Bible Reading,Psalm 140 prayer for the protection against the wicked for the choir director a psalm of David rescue me O Lord from from evil men preserved me from violent men who devised the evil things in their hearts they continually stir up Wars they sharpen their tongues as a serpent poison of a viper is under their lips keep me O Lord from the hands of the wicked preserved me from violent men to a purpose to trip up my feet the proud have hidden a trap for me in cords they have spread a net by the wayside they,1
689,lAUhbb7mTgA,lAUhbb7mTgA_2,Psalm 140 - Bible Reading,have set snares for me I said to the Lord thou art my God give ear o God O Lord to the voice of my supplications oh God the Lord the strength of my salvation Dallas covered my head in the day of battle not grant O Lord the desires of the wicked do not promote this evil device lest they be exalted as for the head of those who surround me may the mischief and their lips cover them may burning coals fall upon them may they be cast into the fire into the deep pits from which they,1
690,lAUhbb7mTgA,lAUhbb7mTgA_3,Psalm 140 - Bible Reading,cannot rise nay a slanderer not be established in the earth may evil hunt the violent man speedily I know that the Lord will maintained the cause of the afflicted and the justice for the poor surely the righteous will give thanks to thy name the upright will dwell in thy presence,1
691,y2hKNO7-DME,y2hKNO7-DME_1,Live Hong Kong Pritest Take Place Again,holding an alliance fire on the pool system now this is to make the Japanese will soon learn a police the bounce of attaining liberation army,1
692,3up0eyU55Yk,3up0eyU55Yk_1,DNC night 3: Still more reception issues,and the koala can do on YouTube I if this doesn't work I'm going to switch to try switching the periscope from my other device see I just lost keep jumping on my bandwidth here help down again probably not hearing a word I'm saying and now it's up again now it's down now it's up beeps even showing I'm alive on my other phone here trying thank you notice you know so that I just you know see when you're out I can't even tell time live right now it's well that towards the corporate model and the interface,-1
693,3up0eyU55Yk,3up0eyU55Yk_2,DNC night 3: Still more reception issues,just full screen so it's like either look at the comments already trouble but you stream like I've got like a custom you so it like sucks leaving them but the new CEO he like all the people are is like Street streaming goes I mean really that like like having it your own URL is really convenient isn't it though I'm okay I don't have any hands everyone's always trying family seem like I it really does me no good cuz i throw my bag and then it gets some trash later yeah well i mean that yeah having,-1
694,3up0eyU55Yk,3up0eyU55Yk_3,DNC night 3: Still more reception issues,that URL a because you can just walk right like right into it without hide the search all the calm answer whatever yeah you know you can on periscope if you go to my like homepage on periscope and then i'll show you when i'm live and then you can click it yeah those are those go right to it that's why i like I'm trying to switch to you too because it does the same thing as you stream it go has if I don't if I don't monetize partnership there's no ads at all they might have it,-1
695,3up0eyU55Yk,3up0eyU55Yk_4,DNC night 3: Still more reception issues,like a beginning ad or something like that but and even if I chose to like monetize with them which it's like pennies literally unless you get millions of views even if I did that it it's not the same type of ads as you stream where it's like every 15 minutes yeah a 22 ok but then right right well they really started going after the ad blockers Joe is that right it's like they really started penny-pinching yeah going after the corporate model corporate streaming and like making sure people can't block it from home you know yeah,-1
696,3up0eyU55Yk,3up0eyU55Yk_5,DNC night 3: Still more reception issues,that's too bad I mean it's just it's been fascinating to be able to be at home and I like mostly i watch that stuff like on a laptop you know that would be right normal my periscope sucks its first me it really it's made for phone to phone yeah it kind of like a lot of those other social streaming like you now where they kind of designed it for kids you know and just people like hey look at me yeah talking to you guys and like Twitter best me for the pc they need to make,-1
697,3up0eyU55Yk,3up0eyU55Yk_6,DNC night 3: Still more reception issues,it so it's like when you're watching on a pc is what I mostly do it x yeah it's really the casual loading stuff like a couple different apps place now you can of the ads right the months I think YouTube is going to me and that's that's a trap I don't went heavily for burning yeah I'm hearing I'm here just probably Idaho oh yeah someone at the main stage also gave me you know I being in there the last couple days oh so I don't know if people can even hear me you,-1
698,55nVvl40YQg,55nVvl40YQg_1,"911 LAS VEGAS POLICE VIOLATING PROTESTERS, PRINCE VEGETA",everyone please please please go over to Prince Vegeta the livestream it's about to go down under the the police Las Vegas is horrible we need to get some attention on this you guys please please please I won't I'm only gonna stay off for a couple seconds go to Prince Vegeta as they're cutting them off the cops are cornering them is getting it's gonna get crazy I think Prince Vegeta everybody just look it up it if you push Prisma jitta news network he's in Las Vegas just put live or if anybody can put it on here,-1
699,55nVvl40YQg,55nVvl40YQg_2,"911 LAS VEGAS POLICE VIOLATING PROTESTERS, PRINCE VEGETA",Maddie or somebody can somebody post a link what's up California integrity yeah LA if prism azita's a news network man it is going down over there the cops are being super super tyrannical you guys please if you guys can share it download it whatever you guys can do please please hey what's up Gang of Four sling blade what's up my brother hey sling blade seven six zero six oh five eight two forty-nine give me a call man it's been a while what's up sewer dog as soon as I hang this up up with the link,-1
700,55nVvl40YQg,55nVvl40YQg_3,"911 LAS VEGAS POLICE VIOLATING PROTESTERS, PRINCE VEGETA",guys but just it's not that hard put Prisma jito live las vegas protest and it'll come up really quick all right guys I'm gonna go back over there there you go take you in New Mexico it's right there Mady yeah shit's goin down over there guys I'm gonna get over there watch thank you thank you thank you guys,-1
701,gKT6lWey4Hc,gKT6lWey4Hc_1,NYC Unites Against The Proud Boys,[Music] [Applause] okay so we're out here today down here because a lot of you remember earlier this year last year up at the Republican Club yes proud boys there were maybe about 40 of us up there that night but Cowboys were holding an event at Republican Club a series of incidents went down that night one of the incidents was very well publicized there were like at least two other incidents that happened that night and currently - the individuals involved in that conflict basically we've gotten jail time and I guess members of the Cowboys and some,-1
702,gKT6lWey4Hc,gKT6lWey4Hc_2,NYC Unites Against The Proud Boys,of the other groups have actually organized a support rally for those that were prosecuted at Trump Tower and what you see here is a counter demonstration to that so stay tuned I'll keep you guys updated as things come up take place [Music],-1
703,eoh4CmwEJAk,eoh4CmwEJAk_1,Portland Oregon Police Brutality Lawyers,we are the police Italian lives whether success of force misconduct wrongful arrests and made abuse excessive force shooting racial profiling wrongful deaths harassment even tasering we're gonna help you all-too-common the police are getting away with being held accountable for the actions it is twice the common phrase that African Americans are arrested more times than none in white we're here to help stop police brutality across the board no matter what race this is unacceptable all in all biases use an excessive force in any manner is just simply unprofessional police brutality needs to have its own checks,1
704,eoh4CmwEJAk,eoh4CmwEJAk_2,Portland Oregon Police Brutality Lawyers,and balances they're erring on their side of the law so unique some magazine knows will make sure you give our office at home to have your day in court make sure you have a number on the screen or the number in the description give us a call today for these brutality lawyers and attorneys,-1
